;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V002;BAES KAUFEL BRIO+ 227701;BAES KAUFEL Evacuation SATI Adressable BRIO+ 60L COM;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    388,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V007;BAES URAPROOF 117517V;BAES URA Evacuation SATI V+ IP66 K10 URAPROOF;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    808,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V008;BAES/H URAPROOF 117547V;BAES/H URA Bi-Fonction SATI V+ IP66 K10 URAPROOF;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1188,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V009;BAES URAPROOF 117527V;BAES URA Ambiance SATI V+ IP66 K10 URAPROOF;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1711,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V010;BAEH URAPROOF 117537V;BAEH URA Habitation SATI V+ IP66 K10 URAPROOF;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    918,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V055;BAES/H EXIWAY LIGHT OVA59430;BAES/H SCHNEIDER Bi-Fonction SATI Connecté EXIWAY LIGHT;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    333,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V056;BAES/H EXIWAY LIGHT OVA59431;BAES/H SCHNEIDER Bi-Fonction SATI Connecté IP65 EXIWAY LIGHT;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    660,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V342;ULTRALED 45;BAES EATON Evacuation ULTRALED 45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    191,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V343;ULTRALED 8;BAEH EATON Habitation ULTRALED 8;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    253,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V386;UNILED+ 45 C;BAES EATON Evacuation UNILED+ 45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    149,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V387;UNILED+ 45 CES;BAES EATON Evacuation UNILED+ 45 CES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    219,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V450;ULTRALED 2000;BAES EATON Ambiance Phare SATI ULTRALED 2000;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   2012,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V451;ULTRALED 2000 ES;BAES EATON Ambiance Phare SATI ULTRALED 2000 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   2250,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V590;BAES KICKSPOT ENCASTRE 62524;BAES LEGRAND Evacuation Encastré SATI Kickspot Connecté;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    437,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V593;BAES URA PRACTICE 119118;BAES URA Evacuation Super-SATI Connecté IP40 PRACTICE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    518,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V653;ULTRALED 2 - 45;BAES EATON Evacuation SATI Dynamique Dual ULTRALED 2-45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    216,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V654;ULTRALED 2 - 8;BAES EATON Evacuation SATI Dual 8 lumens ULTRALED 2-8;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    280,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V655;ULTRALED 2 45 ES SATI VISIB+;BAES EATON Evacuation SATI Dynamique étanche ULTRALED 2-45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    329,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V656;ULTRALED 2 - 400;BAES EATON Ambiance SATI 400 lumens ULTRALED 2-400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    488,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V657;ULTRALED2 400 ES;BAES EATON Ambiance SATI étanche 400 lumens ULTRALED 2-400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    685,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V658;PLANETE 2 - 45 ADR;BAES EATON Evacuation SATI ADR Dynamique Dual PLANETE 2-45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    330,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V660;PLANETE2 45 ES ADR VISIB+;BAES EATON Evacuation SATI ADR Dynamiq. Dual PLANETE 2-45 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    363,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V661;PLANETE 2 - 400;BAES EATON Ambiance SATI ADR 400 lumens PLANETE 2-400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    550,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V663;ULTRALED2 8 BAEH ES;BAEH EATON Habitation SATI AT+ IP66 8 Lumens ULTRALED 2-8 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    310,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V665;BEAMTECH 1000S SATI ES;BAES LUMINOX BEAMTECH 1000S SATI;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1125,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V666;BEAMTECH 1000S ADR ES;BAES LUMINOX BEAMTECH 1000S ADR CGLINE+;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1313,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V677;BAES URAONE EVAC SATI V2020;BAES URA Evacuation SATI Visibilté+ URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    167,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V678;BAES URAONE AMB. SATI V2020;BAES URA Ambiance SATI URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    502,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V679;BAES + BAEH URAONE SATI V2020;BAES URA Bi-Fonctions SATI Visibilté+ URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    282,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V680;BAEH URAONE SATI LEDS V2020;BAEH URA Habitation SATI URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    185,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V681;BAES URAONE EVAC SATI CONNECTE;BAES URA Evacuation SATI Connecté Visibilité+ URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    387,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V682;BAES URAONE AMB SATI CONNECTE;BAES URA Ambiance SATI Connecté URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    735,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V683;BAES+BAEH URAONE SATI CONNECTE;BAES URA Bi-Fonctions SATI Connecté Visibilté+ URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    540,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V684;BAEH URAONE SATI CONNECTE;BAEH URA Habitation SATI Connecté URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    448,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V685;BAES URAONE EVAC ADR;BAES URA Evacuation Adressable SATI Visibilté+ URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    541,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V686;BAES URAONE AMBIANCE ADR;BAES URA Ambiance Adressable SATI URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1078,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V687;BAES + BAEH URAONE ADR;BAES URA Bi-Fonction Adressable SATI Visibilité+ URAONE 2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    745,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V688;BAEH URAONE ADR LEDS;BAEH URA Habitation Adressable SATI URAONE V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    617,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V689;BAES URAJET EVAC SATI V2020;BAES URA Evacuation SATI Visibilté+ URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    328,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V690;BAES URAJET AMB SATI;BAES URA Ambiance SATI URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    918,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V691;BAES + BAEH URAJET SATI;BAES URA BI-Fonctions SATI Visibilité+ URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    588,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V692;BAEH URAJET SATI;BAEH URA Habitation SATI URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    435,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V693;BAES URAJET EVAC SATI CONNECTE;BAES URA Evacuation SATI Connecté Visibilité+ URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    412,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V694;BAES URAJET AMB SATI CONNECTE;BAES URA Ambiance SATI Connecté URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1031,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V695;BAES+BAEH URAJET SATI CONNECTE;BAES URA Bi-Fonctions SATI Connecté Visibilté+ URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    500,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V696;BAEH URAJET SATI CONNECTE;BAEH URA Habitation SATI Connecté URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    479,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V697;BAES URAJET EVAC ADR;BAES URA Evacuation Adressable SATI Visibilité+ URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    561,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V698;BAES URAJET AMB ADR;BAES URA Ambiance Adressable SATI URAJET V2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1136,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V699;BAES + BAEH URAJET ADR;BAES URA Bi-Fonction Adressable SATI Visibilité+ URAJET 2020;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    762,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V705;PLANETE 2000;BAES EATON Ambiance Phare SATI PLANETE 2000 ADR;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   3000,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V706;PLANETE 2000 ES;BAES EATON Ambiance Phare SATI PLANETE 2000 ADR ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   3188,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V707;CRYSTALWAY;BAES EATON Evacuation Adressable CRYSTALWAY;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    419,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V708;CRYSTALWAY XL;BAES EATON Evacuation Adressable CRYSTALWAY XL;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    429,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V730;PLANETE JOUR 2;BAES EATON Bi-Fonction Adressable PLANETE JOUR 2;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    619,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V731;PLANETE JOUR 2 ES;BAES EATON Bi-Fonction Adressable PLANETE JOUR 2 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    755,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V732;STD 2.8;BAEH EATON Habitation STD2.8;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    143,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V733;STD 2.8 ES;BAEH EATON Habitation STD2.8 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    193,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V736;UNILED 2 - 400;BAES EATON Ambiance SATI UNILED 2 - 400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    481,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V737;UNILED 2 - 400 ES;BAES EATON Ambiance SATI UNILED 2 - 400 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    638,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V738;ULTRALED JOUR 2;BAES EATON Bi-Fonction SATI ULTRALED JOUR 2;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    387,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V739;ULTRALED JOUR 2 ES;BAES EATON Bi-Fonction SATI ULTRALED JOUR 2 ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    453,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V769;PRIMEVO 60L BAES LED SATI;BAES Evacuation KAUFEL LED SATI PRIMEVO 60L A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    150,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V770;PRIMEVO ET 60L BAES  IP65 SATI;BAES Evacuation KAUFEL LED SATI IP65 PRIMEVO ET 60L A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    205,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V771;PRIMEVO 10L BAEH SATI;BAEH Habitation KAUFEL LED SATI PRIMEVO 10L A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    150,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V772;PRIMEVO ET 10L BAEH  IP65 SATI;BAEH Habitation KAUFEL LED SATI IP65 PRIMEVO ET 10L A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    233,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V774;BAES UNILED2 45;BAES Evacuation LUMINOX SATI UNILED 2-45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    171,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V775;BAES UNILED2 45 ES;BAES Evacuation LUMINOX SATI étanche UNILED 2-45-ES;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    241,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V835;PLANETE 400 ADR;BAES EATON Ambiance Adressable ATEX PLANETE 400 ADR ADF CGLI;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1687,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V856;BAES NEXITECH DYNAMIQUE 17108D;BAES Evacuation SATI adressable NEXITECH 45 ES Dynamique;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    931,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V865;BAES EVAC IP43 SATI CONNECTE;BAES LEGRAND Evacuation IP43 SATI connecté 062525;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    225,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V866;BAES EVAC IP66 SATI CONNECTE;BAES LEGRAND Evacuation IP66 SATI Connecté 062526;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    393,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V867;BAEH EVAC IP43 SATI CONNECTE;BAEH Habitation LEGRAND IP43 SATI connecté 062550;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    316,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V868;BAES BAEH IP43 SATI CONNECTE;BAES LEGRAND Bi-Fonction SATI connecté 062560;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    505,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V869;BAES AMB IP43 SATI CONNECTE;BAES LEGRAND Ambiance SATI Connecté IP43 062565;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    921,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V879;BAES LEGRAND AMB 400 IP66 2019;BAES LEGRAND Ambiance Connecté 2019 IP66 400 Lumens;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1341,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V880;BI FONCTION LEGRAND 2019 IP66;BAES LEGRAND Bi-Fonction connecté 2019 IP66;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;   1098,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V881;BAEH LEGRAND 2019 IP66;BAEH LEGRAND Habitation connecté 2019 IP66;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    714,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V886;BAES ZEMPER sati leds 45l XENA;BAES ZEMPER Evacuation SATI Connecté IP42 IK04 XENA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    167,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V887;BAESH ZEMPER bi-fonction sati;BAES ZEMPER Bi-Fonction Sati IP44 IK07;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    324,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V888;BAES ZEMPER sati TOLEDO;BAES ZEMPER Evacuation SATI IP44 IK07 TOLEDO;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    181,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Eclairage de sécurité;BAES/BAEH;P0V889;BAES ZEMPER sati VENUS;BAES ZEMPER Evacuation SATI IP42 IK07 VENUS;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;Blocs;VB1;    342,50;; ;Unité;Unité;Unité; ; 
